IRIS;REG;DEP;TYP_IRIS;P18_LOG;P18_RP;P18_RSECOCC
804030000;32;80;Z;81;81;0
804040000;32;80;Z;75;59;9
804050000;32;80;Z;178;162;2
804060000;32;80;Z;695;570;33
804070000;32;80;Z;73;60;4
804080000;32;80;Z;147;138;3
804090000;32;80;Z;79;68;3
804100101;32;80;H;1341;1106;17
804100201;32;80;H;1064;954;1
804110000;32;80;Z;226;205;11
804120000;32;80;Z;254;237;0
804130000;32;80;Z;42;35;2
804140000;32;80;Z;51;49;1
804150000;32;80;Z;470;415;18
804160000;32;80;Z;352;329;6
804170000;32;80;Z;696;613;16
804180000;32;80;Z;50;39;10
804200000;32;80;Z;84;72;7
804210000;32;80;Z;134;103;14
804220000;32;80;Z;230;225;1
804230000;32;80;Z;166;155;4
804240000;32;80;Z;213;196;2
804250000;32;80;Z;57;53;1
804260000;32;80;Z;208;185;8
804270000;32;80;Z;146;130;1
804280000;32;80;Z;94;66;20
804290000;32;80;Z;87;79;1
804300000;32;80;Z;93;84;5
804310000;32;80;Z;272;252;0
804320000;32;80;Z;81;69;5
804330000;32;80;Z;19;17;2
804340000;32;80;Z;83;76;2
804350000;32;80;Z;32;26;2
804360000;32;80;Z;288;234;24
804370000;32;80;Z;63;48;7
804380000;32;80;Z;266;213;14
804390000;32;80;Z;82;74;5
804400000;32;80;Z;87;63;18
804420000;32;80;Z;507;460;14
804430000;32;80;Z;818;672;51
804440000;32;80;Z;306;263;14
804450000;32;80;Z;129;110;7
804460000;32;80;Z;363;318;17
804490000;32;80;Z;36;30;3
804500000;32;80;Z;50;40;6
804510000;32;80;Z;53;46;3
804520000;32;80;Z;207;188;1
804530000;32;80;Z;76;64;7
804550000;32;80;Z;40;37;2
804560000;32;80;Z;270;215;28
804580000;32;80;Z;178;169;2
804590000;32;80;Z;55;46;1
804600000;32;80;Z;36;29;3
804610000;32;80;Z;93;86;1
804620000;32;80;Z;147;136;7
804630000;32;80;Z;304;276;1
804640000;32;80;Z;738;396;296
804650000;32;80;Z;99;90;3
804660000;32;80;Z;64;55;3
804670000;32;80;Z;92;84;1
804680000;32;80;Z;68;64;1
804690000;32;80;Z;83;72;3
804700000;32;80;Z;74;72;0
804720000;32;80;Z;80;74;3
804730000;32;80;Z;139;118;6
804740000;32;80;Z;186;164;4
804750000;32;80;Z;119;93;9
804760000;32;80;Z;159;138;11
804770000;32;80;Z;116;90;7
804780000;32;80;Z;70;56;6
804790000;32;80;Z;167;149;8
804800000;32;80;Z;48;40;6
804810000;32;80;Z;209;178;6
804820000;32;80;Z;68;58;7
804840000;32;80;Z;173;149;9
804850000;32;80;Z;542;498;9
804860000;32;80;Z;370;275;40
804870000;32;80;Z;48;37;0
804880000;32;80;Z;911;730;114
804890000;32;80;Z;2650;2458;28
804900000;32;80;Z;133;112;9
804910000;32;80;Z;35;30;4
804930000;32;80;Z;126;110;7
804940000;32;80;Z;87;76;5
804950000;32;80;Z;289;237;17
804960000;32;80;Z;112;73;29
804970000;32;80;Z;91;55;33
804980000;32;80;Z;285;258;5
804990000;32;80;Z;113;110;0
805000000;32;80;Z;248;211;11
805010000;32;80;Z;145;109;20
805020000;32;80;Z;54;43;7
805030000;32;80;Z;92;81;4
805040000;32;80;Z;36;33;1
805050000;32;80;Z;127;110;10
805070000;32;80;Z;534;484;1
805080000;32;80;Z;25;22;0
805090000;32;80;Z;274;238;14
805110000;32;80;Z;53;43;5
805120000;32;80;Z;434;362;34
805130000;32;80;Z;89;75;5
805140000;32;80;Z;53;48;2
805150000;32;80;Z;69;59;4
805160000;32;80;Z;97;83;6
805170000;32;80;Z;94;77;7
805180000;32;80;Z;199;159;15
805190000;32;80;Z;255;226;2
805200000;32;80;Z;76;66;2
805210000;32;80;Z;110;90;7
805220000;32;80;Z;52;44;5
805230000;32;80;Z;592;539;8
805240000;32;80;Z;253;230;8
805250000;32;80;Z;86;74;1
805260000;32;80;Z;78;61;7
805270000;32;80;Z;150;128;11
805280000;32;80;Z;9;4;3
805290000;32;80;Z;84;74;6
805300000;32;80;Z;260;244;5
805310000;32;80;Z;50;46;1
805330000;32;80;Z;3072;1511;1442
805350000;32;80;Z;84;76;4
805360000;32;80;Z;149;127;3
805370000;32;80;Z;40;34;1
805380000;32;80;Z;63;54;2
805400000;32;80;Z;118;101;5
805410000;32;80;Z;84;72;3
805420000;32;80;Z;264;243;5
805430000;32;80;Z;47;40;2
805440000;32;80;Z;102;78;15
805450000;32;80;Z;250;231;8
805460000;32;80;Z;285;243;23
805470000;32;80;Z;95;86;2
805480000;32;80;Z;158;148;5
805490000;32;80;Z;319;277;13
805500000;32;80;Z;60;57;2
805520000;32;80;Z;618;539;20
805530000;32;80;Z;139;124;1
805540000;32;80;Z;433;392;10
805550000;32;80;Z;328;275;23
805560000;32;80;Z;326;250;56
805570000;32;80;Z;284;244;4
805580000;32;80;Z;103;89;5
805590000;32;80;Z;75;61;3
805600000;32;80;Z;100;82;7
805610000;32;80;Z;3191;2831;50
805620000;32;80;Z;88;76;1
805630000;32;80;Z;53;43;6
805650000;32;80;Z;31;30;1
805660000;32;80;Z;163;145;2
805680000;32;80;Z;152;130;7
805690000;32;80;Z;146;134;5
805700000;32;80;Z;2022;1729;76
805710000;32;80;Z;254;233;4
805720000;32;80;Z;191;164;12
805730000;32;80;Z;194;165;15
805740000;32;80;Z;44;37;2
805750000;32;80;Z;41;36;2
805760000;32;80;Z;142;122;2
805770000;32;80;Z;80;68;2
805780000;32;80;Z;315;282;16
805790000;32;80;Z;407;351;3
805800000;32;80;Z;176;118;47
805820000;32;80;Z;457;411;6
805830000;32;80;Z;122;117;0
805840000;32;80;Z;469;442;4
805850000;32;80;Z;1176;989;11
805860000;32;80;Z;86;69;6
805870000;32;80;Z;40;35;4
805880000;32;80;Z;169;146;5
805890000;32;80;Z;56;40;9
805900000;32;80;Z;147;132;10
805910000;32;80;Z;78;70;2
805920000;32;80;Z;256;220;10
805930000;32;80;Z;173;129;38
805950000;32;80;Z;124;113;6
805960000;32;80;Z;94;84;7
805970000;32;80;Z;398;352;20
805980000;32;80;Z;639;550;28
805990000;32;80;Z;121;100;7
806000000;32;80;Z;503;347;137
806010000;32;80;Z;198;175;8
806020000;32;80;Z;63;48;4
806030000;32;80;Z;165;132;17
806040000;32;80;Z;40;32;2
806050000;32;80;Z;110;94;5
806060000;32;80;Z;581;493;14
806070000;32;80;Z;95;90;4
806090000;32;80;Z;182;155;12
806110000;32;80;Z;426;386;5
806130000;32;80;Z;338;300;17
806140000;32;80;Z;147;121;13
806150000;32;80;Z;193;183;3
806160000;32;80;Z;85;75;4
806170000;32;80;Z;119;102;5
806180000;32;80;Z;623;461;118
806190000;32;80;Z;317;288;4
806200101;32;80;H;1306;988;35
806200201;32;80;H;882;800;13
806200301;32;80;H;772;714;4
806200401;32;80;H;1143;950;17
806210000;32;80;Z;343;298;18
806220000;32;80;Z;602;539;8
806230000;32;80;Z;162;144;12
806240000;32;80;Z;116;108;4
806250000;32;80;Z;684;608;20
806260000;32;80;Z;133;125;6
806270000;32;80;Z;400;366;1
806280000;32;80;Z;316;280;8
806290000;32;80;Z;53;47;2
806300000;32;80;Z;1118;1000;20
806310000;32;80;Z;83;48;28
806320000;32;80;Z;1285;1137;33
806330000;32;80;Z;384;270;98
806340000;32;80;Z;384;345;26
806350000;32;80;Z;675;585;29
806370000;32;80;Z;140;118;12
806380000;32;80;Z;46;43;2
806390000;32;80;Z;536;502;2
806400000;32;80;Z;117;108;2
806420000;32;80;Z;137;126;6
806430000;32;80;Z;233;224;3
806440000;32;80;Z;313;271;19
806450000;32;80;Z;232;217;3
806460000;32;80;Z;41;34;3
806470000;32;80;Z;118;106;2
806480000;32;80;Z;52;43;4
806490000;32;80;Z;3457;626;2735
806500000;32;80;Z;292;276;1
806510000;32;80;Z;138;119;10
806520000;32;80;Z;341;298;14
806540000;32;80;Z;295;246;33
806550000;32;80;Z;211;187;2
806560000;32;80;Z;523;472;3
806570000;32;80;Z;145;124;6
806580000;32;80;Z;71;59;1
806590000;32;80;Z;138;113;13
806610000;32;80;Z;408;396;0
806620000;32;80;Z;121;112;3
806630000;32;80;Z;183;150;6
806640000;32;80;Z;84;74;4
806650000;32;80;Z;96;56;33
806660000;32;80;Z;22;14;7
806670000;32;80;Z;62;54;3
806680000;32;80;Z;76;68;3
806690000;32;80;Z;158;136;2
806700000;32;80;Z;237;219;5
806710000;32;80;Z;114;89;9
806720000;32;80;Z;307;282;5
806730000;32;80;Z;88;72;2
806740000;32;80;Z;1717;1607;15
806750000;32;80;Z;63;52;6
806760000;32;80;Z;76;66;3
806770000;32;80;Z;859;719;11
806780000;32;80;Z;336;299;6
806790000;32;80;Z;278;239;12
806800000;32;80;Z;1427;1304;26
806810000;32;80;Z;137;131;2
806820000;32;80;Z;104;85;5
806830000;32;80;Z;53;44;6
806840000;32;80;Z;57;46;6
806850000;32;80;Z;2964;2553;68
806860000;32;80;Z;310;293;4
806870000;32;80;Z;58;53;2
806880000;32;80;Z;1656;1323;125
806900000;32;80;Z;267;254;6
806910000;32;80;Z;227;168;36
806920000;32;80;Z;484;436;17
806930000;32;80;Z;171;124;33
806940000;32;80;Z;155;139;8
806950000;32;80;Z;228;191;2
806960000;32;80;Z;546;509;5
806970000;32;80;Z;17;11;2
806980000;32;80;Z;116;98;6
806990000;32;80;Z;63;47;8
807000000;32;80;Z;460;390;29
807010000;32;80;Z;213;178;17
807020000;32;80;Z;526;485;4
807030000;32;80;Z;115;94;13
807040000;32;80;Z;168;152;4
807050000;32;80;Z;47;41;3
807060000;32;80;Z;836;755;7
807070000;32;80;Z;36;33;2
807080000;32;80;Z;71;69;0
807090000;32;80;Z;140;105;15
807100000;32;80;Z;190;160;13
807110000;32;80;Z;934;794;9
807130000;32;80;Z;244;128;93
807140000;32;80;Z;642;553;53
807160000;32;80;Z;571;511;15
807170000;32;80;Z;441;402;2
807180000;32;80;Z;598;566;5
807190000;32;80;Z;30;24;4
807210000;32;80;Z;2224;1165;1010
807220000;32;80;Z;215;205;0
807230000;32;80;Z;108;97;3
807240000;32;80;Z;1284;1216;13
807250000;32;80;Z;1513;1439;20
807260000;32;80;Z;130;116;2
807280000;32;80;Z;32;28;4
807290000;32;80;Z;77;67;1
807300000;32;80;Z;432;388;11
807320000;32;80;Z;335;270;16
807330000;32;80;Z;128;117;0
807340000;32;80;Z;107;92;6
807350000;32;80;Z;72;65;2
807360000;32;80;Z;99;84;7
807370000;32;80;Z;88;70;6
807380000;32;80;Z;54;51;1
807400000;32;80;Z;127;120;1
807410000;32;80;Z;88;74;5
807420000;32;80;Z;34;29;2
807430000;32;80;Z;144;85;50
807440000;32;80;Z;24;23;0
807460000;32;80;Z;483;446;2
807470000;32;80;Z;81;62;8
807480000;32;80;Z;88;71;3
807490000;32;80;Z;135;121;4
807500000;32;80;Z;87;62;13
807510000;32;80;Z;230;215;3
807520000;32;80;Z;287;260;8
807530000;32;80;Z;50;44;3
807540000;32;80;Z;171;153;7
807550000;32;80;Z;66;62;3
807560000;32;80;Z;28;22;2
807570000;32;80;Z;75;59;8
807580000;32;80;Z;81;70;2
807590000;32;80;Z;148;124;4
807600000;32;80;Z;191;166;12
807620000;32;80;Z;181;153;3
807630000;32;80;Z;168;150;9
807640000;32;80;Z;162;124;22
807650000;32;80;Z;391;331;24
807660000;32;80;Z;238;201;14
807670000;32;80;Z;113;99;4
807690000;32;80;Z;114;104;4
807700000;32;80;Z;287;242;11
807710000;32;80;Z;21;19;1
807730000;32;80;Z;43;39;1
807740000;32;80;Z;127;120;3
807750000;32;80;Z;302;279;8
807760000;32;80;Z;101;85;6
807770000;32;80;Z;74;62;5
807780000;32;80;Z;59;50;4
807790000;32;80;Z;368;351;6
807800000;32;80;Z;207;179;15
807810000;32;80;Z;124;105;4
807820000;32;80;Z;179;167;3
807830000;32;80;Z;43;39;1
807840000;32;80;Z;162;122;31
807850000;32;80;Z;226;216;0
807860000;32;80;Z;67;61;2
807870000;32;80;Z;59;40;14
807880000;32;80;Z;100;74;19
807890000;32;80;Z;69;59;0
807900000;32;80;Z;69;63;0
807910000;32;80;Z;325;312;3
807920000;32;80;Z;97;92;0
807930000;32;80;Z;1098;1017;5
807940000;32;80;Z;35;28;6
807950000;32;80;Z;225;202;3
807960000;32;80;Z;95;82;3
807970000;32;80;Z;56;50;1
807980000;32;80;Z;655;597;12
807990000;32;80;Z;1950;1775;16
808000000;32;80;Z;73;59;6
808010000;32;80;Z;165;139;7
808020000;32;80;Z;302;241;7
808030000;32;80;Z;119;111;2
808040000;32;80;Z;76;68;3
808050000;32;80;Z;72;65;4
808060000;32;80;Z;338;195;118
808070000;32;80;Z;170;114;53
808080000;32;80;Z;244;199;33
808090000;32;80;Z;212;185;13
808100000;32;80;Z;71;55;14
808110000;32;80;Z;337;282;24
808120000;32;80;Z;72;55;10
808130000;32;80;Z;46;40;2
808140000;32;80;Z;215;181;11
808150000;32;80;Z;454;341;70
808190000;32;80;Z;38;35;1
808200000;32;80;Z;318;287;1
808210000;32;80;Z;116;97;5
808220000;32;80;Z;84;65;17
808230000;32;80;Z;63;57;1
808240000;32;80;Z;119;105;3
808250000;32;80;Z;59;52;4
808260000;32;80;Z;545;341;181
808270000;32;80;Z;656;576;18
808280000;32;80;Z;27;23;1
808290000;32;80;Z;44;36;2
808300000;32;80;Z;100;95;1
808320000;32;80;Z;141;121;9
808330000;32;80;Z;73;56;9
808340000;32;80;Z;244;216;12
808350000;32;80;Z;126;115;3
808360000;32;80;Z;104;93;3
810010000;76;81;Z;114;95;13
810020000;76;81;Z;1299;1106;57
810030000;76;81;Z;571;456;43
810040101;76;81;H;1994;1582;161
810040102;76;81;H;1393;1157;69
810040201;76;81;H;1127;960;49
810040202;76;81;H;1782;1423;106
810040203;76;81;H;1538;1359;47
810040301;76;81;H;1888;1687;58
810040302;76;81;H;1451;1224;69
810040303;76;81;H;1538;1341;61
810040304;76;81;H;1993;1901;18
810040401;76;81;H;1153;1047;28
810040402;76;81;H;1151;1031;25
810040501;76;81;H;1485;1338;33
810040601;76;81;H;2077;1741;87
810040602;76;81;H;1244;1097;64
810040603;76;81;H;1509;1366;16
810040701;76;81;H;1322;1238;0
810040702;76;81;H;1315;1166;38
810040801;76;81;H;926;835;20
810040802;76;81;H;971;896;33
810040803;76;81;H;1098;1049;9
810040804;76;81;A;384;339;14
810050000;76;81;Z;337;246;63
810060000;76;81;Z;102;85;9
810070000;76;81;Z;66;42;20
810080000;76;81;Z;165;134;28
810090000;76;81;Z;46;32;2
810100000;76;81;Z;385;210;141
810110000;76;81;Z;443;387;25
810120000;76;81;Z;68;53;15
810130000;76;81;Z;202;160;33
810140000;76;81;Z;774;235;516
810150000;76;81;Z;37;29;6
810160000;76;81;Z;289;91;191
810170000;76;81;Z;100;71;16
810180000;76;81;Z;1219;1123;15
810190000;76;81;Z;101;64;31
810200000;76;81;Z;132;119;9
810210101;76;81;H;989;861;47
810210102;76;81;H;525;436;0
810210103;76;81;H;575;541;5
810210104;76;81;H;879;776;12
810210105;76;81;D;9;6;2
810210106;76;81;A;74;67;2
810220000;76;81;Z;83;77;2
810230000;76;81;Z;197;91;92
810240000;76;81;Z;165;145;9
810250000;76;81;Z;102;92;5
810260000;76;81;Z;355;295;34
810270000;76;81;Z;78;68;7
810280000;76;81;Z;120;58;59
810290000;76;81;Z;105;82;4
810300000;76;81;Z;53;47;4
810310000;76;81;Z;505;358;112
810320000;76;81;Z;465;415;24
810330000;76;81;Z;1698;1501;39
810340000;76;81;Z;302;201;56
810350000;76;81;Z;115;85;22
810360000;76;81;Z;579;535;15
810370000;76;81;Z;967;625;191
810380000;76;81;Z;1073;920;40
810390000;76;81;Z;956;824;26
810400000;76;81;Z;194;174;7
810410000;76;81;Z;67;52;11
810420000;76;81;Z;1102;956;69
810430000;76;81;Z;319;306;3
810440000;76;81;Z;128;107;16
810450000;76;81;Z;264;177;50
810460000;76;81;Z;699;617;27
810470000;76;81;Z;163;103;45
810480000;76;81;Z;1296;1160;19
810490000;76;81;Z;105;85;8
810500000;76;81;Z;148;133;7
810510000;76;81;Z;698;546;83
810520000;76;81;Z;885;851;10
810530000;76;81;Z;302;160;117
810540000;76;81;Z;420;387;6
810550000;76;81;Z;255;158;71
810560000;76;81;Z;82;65;13
810580000;76;81;Z;100;92;2
810590000;76;81;Z;321;293;7
810600101;76;81;H;1748;1351;46
810600102;76;81;H;870;721;13
810600103;76;81;H;1015;853;35
810600104;76;81;H;1333;1158;39
810600105;76;81;H;933;809;29
810610000;76;81;Z;103;90;9
810620000;76;81;Z;935;454;454
810630000;76;81;Z;750;641;70
810640000;76;81;Z;642;450;139
810650101;76;81;H;2465;1843;86
810650201;76;81;H;1447;1207;27
810650202;76;81;H;1265;1099;29
810650203;76;81;H;1423;1205;38
810650204;76;81;H;912;753;11
810650205;76;81;H;866;727;3
810650206;76;81;A;158;146;0
810650301;76;81;H;885;811;6
810650302;76;81;H;907;823;20
810650401;76;81;H;1844;1532;32
810650402;76;81;H;1123;1048;9
810650403;76;81;H;1030;967;3
810650404;76;81;H;1192;1082;0
810650501;76;81;H;1773;1504;28
810650601;76;81;H;1140;1016;34
810650602;76;81;H;902;817;20
810650701;76;81;H;1711;1549;28
810650702;76;81;D;267;247;4
810650801;76;81;H;907;843;11
810650901;76;81;A;104;88;0
810650902;76;81;H;1047;954;18
810660000;76;81;Z;149;128;8
810670000;76;81;Z;310;225;61
810680000;76;81;Z;74;64;6
810690000;76;81;Z;780;429;204
810700000;76;81;Z;1249;1142;23
810710000;76;81;Z;73;38;28
810720000;76;81;Z;73;52;12
810730000;76;81;Z;107;74;18
810740000;76;81;Z;671;636;6
810750000;76;81;Z;214;194;11
810760000;76;81;Z;325;275;20
810770000;76;81;Z;410;210;156
810780000;76;81;Z;518;438;36
810790000;76;81;Z;378;333;10
810800000;76;81;Z;60;41;14
810810000;76;81;Z;697;542;78
810820000;76;81;Z;80;50;23
810830000;76;81;Z;186;117;26
810840000;76;81;Z;340;281;23
810850000;76;81;Z;81;26;51
810860000;76;81;Z;182;71;110
810870000;76;81;Z;174;143;17
810880000;76;81;Z;269;221;18
810890000;76;81;Z;94;66;12
810900000;76;81;Z;113;102;4
810920000;76;81;Z;464;392;27
810930000;76;81;Z;317;273;28
810940000;76;81;Z;93;45;46
810950000;76;81;Z;59;36;13
810960000;76;81;Z;260;180;48
810970000;76;81;Z;591;553;13
810980000;76;81;Z;273;254;5
810990101;76;81;H;1815;1533;37
810990102;76;81;H;1159;1012;25
810990103;76;81;H;1347;1192;18
810990104;76;81;H;1456;1314;83
810990105;76;81;H;2152;1985;47
811000000;76;81;Z;186;167;6
811010000;76;81;Z;612;532;16
811020000;76;81;Z;118;105;6
811030000;76;81;Z;167;61;104
811040000;76;81;Z;689;606;45
811050101;76;81;H;828;766;3
811050102;76;81;H;1131;846;21
811050103;76;81;H;1111;991;9
811050104;76;81;A;101;91;0
811050105;76;81;H;969;892;17
811050106;76;81;H;1179;1072;21
811050107;76;81;H;1177;1094;15
811060000;76;81;Z;306;248;39
811080000;76;81;Z;105;69;26
811090000;76;81;Z;206;183;4
811100000;76;81;Z;105;44;52
811110000;76;81;Z;69;42;23
811120000;76;81;Z;483;407;23
811140000;76;81;Z;264;223;24
811150000;76;81;Z;1120;677;184
811160000;76;81;Z;833;801;8
811170000;76;81;Z;329;314;5
811180000;76;81;Z;70;63;3
811190000;76;81;Z;235;205;6
811200101;76;81;H;1361;1145;15
811200102;76;81;H;1851;1703;19
811210000;76;81;Z;244;148;74
811220000;76;81;Z;53;35;4
811230000;76;81;Z;71;49;17
811240000;76;81;Z;1650;1118;350
811250000;76;81;Z;362;155;194
811260000;76;81;Z;74;73;1
811270000;76;81;Z;75;59;13
811280000;76;81;Z;916;741;55
811290000;76;81;Z;116;103;6
811300000;76;81;Z;939;875;10
811310000;76;81;Z;915;848;41
811320000;76;81;Z;447;372;28
811330000;76;81;Z;219;202;2
811340000;76;81;Z;124;34;88
811350000;76;81;Z;68;47;3
811360000;76;81;Z;154;83;68
811370000;76;81;Z;79;42;34
811380000;76;81;Z;244;213;14
811390000;76;81;Z;904;732;57
811400101;76;81;H;1811;1487;17
811400102;76;81;H;1039;984;10
811400105;76;81;H;1858;1700;23
811400106;76;81;H;921;798;30
811410000;76;81;Z;86;60;7
811420000;76;81;Z;405;358;21
811430000;76;81;Z;277;266;3
811440000;76;81;Z;2170;1983;35
811450000;76;81;Z;2480;2077;125
811460000;76;81;Z;142;104;26
811470000;76;81;Z;549;462;40
811480000;76;81;Z;62;39;14
811490000;76;81;Z;202;172;16
811500000;76;81;Z;169;158;4
811510000;76;81;Z;71;52;15
811520000;76;81;Z;148;128;15
811540000;76;81;Z;64;33;27
811560000;76;81;Z;1600;1469;49
811570000;76;81;Z;139;125;7
811580000;76;81;Z;247;135;82
811590000;76;81;Z;135;128;2
811600000;76;81;Z;260;196;40
811610000;76;81;Z;86;47;18
811620000;76;81;Z;82;73;4
811630101;76;81;H;997;780;48
811630102;76;81;H;1300;1069;40
811630103;76;81;H;909;782;35
811630104;76;81;A;400;357;9
811630105;76;81;H;822;751;31
811630106;76;81;H;995;804;54
811630107;76;81;D;628;442;151
811640000;76;81;Z;240;214;13
811650000;76;81;Z;219;128;77
811660000;76;81;Z;51;40;5
811670000;76;81;Z;98;56;31
811680000;76;81;Z;720;506;132
811690000;76;81;Z;52;43;7
811700000;76;81;Z;716;588;69
811710000;76;81;Z;659;586;21
811720000;76;81;Z;36;28;5
811730000;76;81;Z;121;110;10
811740000;76;81;Z;266;238;6
811750000;76;81;Z;190;164;24
811760000;76;81;Z;52;41;11
811770000;76;81;Z;190;171;6
811780000;76;81;Z;175;149;16
811790000;76;81;Z;145;119;13
811800000;76;81;Z;280;118;148
811810000;76;81;Z;87;79;2
811820000;76;81;Z;1257;882;316
811830000;76;81;Z;122;89;23
811840000;76;81;Z;41;19;19
811850000;76;81;Z;108;96;6
811860000;76;81;Z;170;123;18
811870000;76;81;Z;100;83;12
811880000;76;81;Z;253;146;91
811890000;76;81;Z;59;52;5
811900000;76;81;Z;213;202;8
811910000;76;81;Z;169;107;51
811920000;76;81;Z;800;370;359
811930000;76;81;Z;693;172;517
811950000;76;81;Z;316;293;7
811960000;76;81;Z;458;375;24
811970000;76;81;Z;139;97;23
811980000;76;81;Z;147;132;9
811990000;76;81;Z;116;86;21
812000000;76;81;Z;200;182;12
812010000;76;81;Z;549;369;138
812020000;76;81;Z;413;364;21
812030000;76;81;Z;401;231;138
812040000;76;81;Z;1066;964;21
812050000;76;81;Z;100;79;11
812060000;76;81;Z;599;286;273
812070000;76;81;Z;41;36;2
812080000;76;81;Z;241;212;15
812090000;76;81;Z;1505;1289;92
812100000;76;81;Z;127;106;8
812110000;76;81;Z;237;213;9
812120000;76;81;Z;69;55;8
812130000;76;81;Z;41;35;2
812140000;76;81;Z;53;44;9
812150000;76;81;Z;291;259;12
812160000;76;81;Z;110;89;12
812170000;76;81;Z;406;228;142
812180000;76;81;Z;1596;1510;15
812190000;76;81;Z;1801;1433;93
812200000;76;81;Z;2901;2503;97
812210000;76;81;Z;158;105;26
812220000;76;81;Z;1921;1619;69
812230000;76;81;Z;78;30;46
812240000;76;81;Z;117;63;42
812250000;76;81;Z;644;457;161
812270000;76;81;Z;1216;1003;23
812280000;76;81;Z;198;180;5
812290000;76;81;Z;64;54;8
812300000;76;81;Z;387;332;22
812310000;76;81;Z;300;170;116
812320000;76;81;Z;278;256;12
812330000;76;81;Z;905;731;85
812340000;76;81;Z;58;35;23
812350000;76;81;Z;332;295;3
812360000;76;81;Z;108;89;3
812370000;76;81;Z;113;84;26
812380000;76;81;Z;896;680;120
812390000;76;81;Z;593;432;81
812400000;76;81;Z;106;51;53
812420000;76;81;Z;121;98;10
812430000;76;81;Z;92;55;35
812440000;76;81;Z;1190;1025;13
812450000;76;81;Z;132;57;74
812460000;76;81;Z;71;51;15
812470000;76;81;Z;172;88;65
812480000;76;81;Z;384;345;11
812490000;76;81;Z;413;367;28
812500000;76;81;Z;138;102;19
812510000;76;81;Z;388;353;11
812520000;76;81;Z;74;60;3
812530000;76;81;Z;228;189;12
812540000;76;81;Z;201;159;34
812550000;76;81;Z;188;181;1
812560000;76;81;Z;39;31;2
812570101;76;81;H;1113;1018;11
812570102;76;81;H;1367;1291;15
812570103;76;81;H;1241;1095;26
812580000;76;81;Z;221;177;13
812590000;76;81;Z;119;96;8
812610000;76;81;Z;402;381;13
812620000;76;81;Z;174;101;60
812630000;76;81;Z;314;190;68
812640000;76;81;Z;54;38;12
812650000;76;81;Z;58;31;24
812660000;76;81;Z;549;508;10
812670000;76;81;Z;457;257;154
812680000;76;81;Z;68;34;29
812690000;76;81;Z;353;266;51
812700000;76;81;Z;75;66;5
812710000;76;81;Z;4026;3681;68
812720000;76;81;Z;131;99;17
812730000;76;81;Z;1618;1508;14
812740000;76;81;Z;323;322;0
812750000;76;81;Z;135;92;39
812760000;76;81;Z;603;490;43
812770000;76;81;Z;244;228;12
812780000;76;81;Z;114;78;31
812790000;76;81;Z;148;121;15
812800000;76;81;Z;166;123;23
812810000;76;81;Z;971;885;18
812820000;76;81;Z;47;18;29
812830000;76;81;Z;532;453;54
812840000;76;81;Z;899;854;6
812850000;76;81;Z;204;158;23
812860000;76;81;Z;304;249;28
812870000;76;81;Z;108;96;4
812880000;76;81;Z;1593;1283;172
812890000;76;81;Z;1226;1106;14
812900000;76;81;Z;119;73;28
812910000;76;81;Z;213;193;6
812920000;76;81;Z;324;243;32
812930000;76;81;Z;164;140;8
812940000;76;81;Z;414;384;11
812950000;76;81;Z;296;202;52
812970000;76;81;Z;580;536;8
812980000;76;81;Z;222;199;8
812990000;76;81;Z;192;157;27
813000000;76;81;Z;88;49;25
813020000;76;81;Z;32;22;3
813030000;76;81;Z;348;160;165
813040000;76;81;Z;137;86;29
813050000;76;81;Z;656;388;190
813060000;76;81;Z;435;398;13
813070000;76;81;Z;390;348;13
813080000;76;81;Z;625;528;18
813090000;76;81;Z;230;151;56
813100000;76;81;Z;66;55;4
813110000;76;81;Z;393;338;11
813120000;76;81;Z;465;398;30
813130000;76;81;Z;148;103;31
813140000;76;81;Z;546;252;218
813150000;76;81;Z;712;618;48
813160000;76;81;Z;133;102;18
813170000;76;81;Z;638;556;36
813180000;76;81;Z;83;68;6
813190000;76;81;Z;247;206;20
813200000;76;81;Z;119;68;39
813210000;76;81;Z;76;35;35
813220000;76;81;Z;133;100;20
813230000;76;81;Z;169;152;10
813240000;76;81;Z;99;83;6
813250000;76;81;Z;868;804;20
813260000;76;81;Z;166;151;8
820010000;76;82;Z;296;268;8
820020000;76;82;Z;1491;1368;22
820030000;76;82;Z;101;92;6
820040000;76;82;Z;66;59;5
820050000;76;82;Z;639;582;11
820060000;76;82;Z;35;30;1
820070000;76;82;Z;78;61;9
820080000;76;82;Z;564;428;57
820090000;76;82;Z;21;20;1
820100000;76;82;Z;155;120;24
820110000;76;82;Z;378;354;7
820120000;76;82;Z;240;209;2
820130000;76;82;Z;2115;1631;111
820140000;76;82;Z;124;106;13
820150000;76;82;Z;61;56;0
820160000;76;82;Z;149;100;37
820170000;76;82;Z;583;552;12
820180000;76;82;Z;509;460;12
820190000;76;82;Z;377;298;26
820200000;76;82;Z;286;247;14
820210000;76;82;Z;143;91;29
820220000;76;82;Z;309;191;53
820230000;76;82;Z;425;377;13
820240000;76;82;Z;180;114;42
820250000;76;82;Z;1622;1526;13
820260000;76;82;Z;510;329;145
820270000;76;82;Z;539;500;3
820280000;76;82;Z;321;292;11
820290000;76;82;Z;209;128;81
820300000;76;82;Z;217;189;8
820310000;76;82;Z;506;462;16
820320000;76;82;Z;339;259;47
820330101;76;82;H;1699;1399;61
