IRIS;REG;DEP;TYP_IRIS;P18_LOG;P18_RP;P18_RSECOCC
010010000;84;01;Z;354;311;16
010020000;84;01;Z;174;105;53
010040101;84;01;H;913;810;22
010040102;84;01;H;2036;1789;18
010040201;84;01;H;2198;1957;22
010040202;84;01;H;2196;1975;57
010050000;84;01;Z;774;710;5
010060000;84;01;Z;76;54;12
010070000;84;01;Z;1261;1153;48
010080000;84;01;Z;354;322;6
010090000;84;01;Z;191;145;24
010100000;84;01;Z;595;467;79
010110000;84;01;Z;187;150;21
010120000;84;01;Z;219;148;50
010130000;84;01;Z;116;63;36
010140000;84;01;Z;1468;1354;9
010150000;84;01;Z;408;292;73
010160000;84;01;Z;220;184;18
010170000;84;01;Z;321;198;65
010190000;84;01;Z;31;14;16
010210000;84;01;Z;575;530;15
010220000;84;01;Z;730;577;40
010230000;84;01;Z;45;32;8
010240000;84;01;Z;1398;1308;13
010250000;84;01;Z;1724;1602;23
010260000;84;01;Z;453;417;9
010270000;84;01;Z;738;693;4
010280000;84;01;Z;261;241;6
010290000;84;01;Z;314;262;25
010300000;84;01;Z;448;376;8
010310000;84;01;Z;1833;1675;27
010320000;84;01;Z;1292;1213;26
010330102;84;01;H;1950;1519;60
010330103;84;01;H;1370;1090;49
010330201;84;01;H;1279;1119;35
010330202;84;01;H;1269;1187;14
010330301;84;01;H;771;662;10
010330401;84;01;H;1719;1531;77
010340101;84;01;H;1730;1495;38
010340102;84;01;H;2129;1787;60
010340103;84;01;H;1093;933;26
010350000;84;01;Z;232;148;67
010360000;84;01;Z;973;607;286
010370000;84;01;Z;190;126;43
010380000;84;01;Z;340;318;11
010390000;84;01;Z;267;198;40
010400000;84;01;Z;225;192;11
010410000;84;01;Z;393;329;14
010420000;84;01;Z;124;114;2
010430000;84;01;Z;2001;1873;21
010440000;84;01;Z;344;265;23
010450000;84;01;Z;119;102;12
010460000;84;01;Z;374;340;15
010470000;84;01;Z;446;414;14
010490000;84;01;Z;1337;1237;21
010500000;84;01;Z;152;128;17
010510000;84;01;Z;91;46;41
010520000;84;01;Z;147;135;9
010530101;84;01;H;1609;1218;76
010530102;84;01;H;1483;1215;40
010530103;84;01;H;1340;1043;32
010530201;84;01;H;1392;1244;20
010530202;84;01;H;1217;1106;34
010530203;84;01;H;1232;1090;23
010530301;84;01;H;1880;1585;86
010530302;84;01;H;1912;1649;104
010530401;84;01;H;1145;1015;9
010530402;84;01;H;1260;1138;19
010530501;84;01;H;922;824;9
010530502;84;01;H;1502;1350;22
010530503;84;01;H;1372;1228;7
010530601;84;01;H;1555;1359;37
010530602;84;01;H;982;896;9
010530603;84;01;H;806;749;0
010530604;84;01;H;630;590;5
010530701;84;01;H;1261;1128;34
010540000;84;01;Z;566;535;10
010560000;84;01;Z;226;149;48
010570000;84;01;Z;241;212;15
010580000;84;01;Z;421;349;28
010600000;84;01;Z;372;239;82
010610000;84;01;Z;530;472;35
010620000;84;01;Z;397;359;9
010630000;84;01;Z;245;228;3
010640000;84;01;Z;529;448;45
010650000;84;01;Z;790;756;8
010660000;84;01;Z;91;38;53
010670000;84;01;Z;128;107;10
010680000;84;01;Z;452;337;51
010690000;84;01;Z;671;641;6
010710000;84;01;Z;2248;2030;126
010720000;84;01;Z;1449;1321;27
010730000;84;01;Z;584;452;103
010740000;84;01;Z;1131;1047;16
010750000;84;01;Z;571;536;8
010760000;84;01;Z;142;66;48
010770000;84;01;Z;134;95;21
010780000;84;01;Z;726;605;71
010790000;84;01;Z;426;309;63
010800000;84;01;Z;409;283;89
010810000;84;01;Z;457;346;63
010820000;84;01;Z;297;231;35
010830000;84;01;Z;388;351;19
010840000;84;01;Z;374;329;21
010850000;84;01;Z;166;150;4
010870000;84;01;Z;175;120;36
010880000;84;01;Z;396;355;19
010890000;84;01;Z;900;840;23
010900000;84;01;Z;164;149;8
010920000;84;01;Z;730;633;49
010930000;84;01;Z;2542;2242;43
010940000;84;01;Z;379;319;25
010950000;84;01;Z;459;337;70
010960000;84;01;Z;438;398;13
010980000;84;01;Z;558;470;40
010990000;84;01;Z;736;681;25
011000000;84;01;Z;119;75;27
011010000;84;01;Z;91;69;10
011020000;84;01;Z;397;370;5
011030000;84;01;Z;900;796;34
011040000;84;01;Z;392;201;169
011050000;84;01;Z;718;674;17
011060000;84;01;Z;98;80;15
011070000;84;01;Z;106;63;36
011080000;84;01;Z;711;532;48
011090000;84;01;Z;1047;902;42
011100000;84;01;Z;87;67;16
011110000;84;01;Z;114;56;51
011120000;84;01;Z;185;165;15
011130000;84;01;Z;389;345;11
011140000;84;01;Z;265;229;18
011150000;84;01;Z;622;556;17
011160000;84;01;Z;316;228;56
011170000;84;01;Z;85;57;23
011180000;84;01;Z;707;477;105
011210000;84;01;Z;64;48;13
011230000;84;01;Z;489;450;17
011240000;84;01;Z;378;308;33
011250000;84;01;Z;377;275;50
011270000;84;01;Z;286;227;44
011280000;84;01;Z;158;138;6
011290000;84;01;Z;123;113;3
011300000;84;01;Z;958;884;20
011330000;84;01;Z;227;173;34
011340000;84;01;Z;779;729;10
011350000;84;01;Z;960;857;63
011360000;84;01;Z;388;342;14
011380000;84;01;Z;1561;1353;59
011390000;84;01;Z;272;205;28
011400000;84;01;Z;320;301;7
011410000;84;01;Z;218;181;26
011420000;84;01;Z;1934;1843;10
011430101;84;01;H;2557;1798;504
011430102;84;01;H;1364;1098;182
011430103;84;01;H;2064;1444;449
011450000;84;01;Z;562;484;28
011460000;84;01;Z;176;163;3
011470000;84;01;Z;253;202;23
011480000;84;01;Z;1008;801;21
011490000;84;01;Z;482;440;19
011500000;84;01;Z;120;92;15
011510000;84;01;Z;585;507;34
011520000;84;01;Z;436;318;83
011530000;84;01;Z;895;774;73
011550000;84;01;Z;102;72;24
011560000;84;01;Z;338;305;13
011570000;84;01;Z;1000;886;53
011580000;84;01;Z;494;430;27
011590000;84;01;Z;1564;1452;15
011600101;84;01;H;1916;1637;219
011600102;84;01;H;1734;1407;221
011600103;84;01;H;2254;1711;458
011620000;84;01;Z;41;26;12
011630000;84;01;Z;989;885;23
011650000;84;01;Z;632;600;15
011660000;84;01;Z;1004;946;5
011670000;84;01;Z;292;260;19
011690000;84;01;Z;266;241;11
011700000;84;01;Z;408;386;3
011710000;84;01;Z;350;333;7
011730101;84;01;H;2094;1802;72
011730102;84;01;H;2425;2218;72
011730103;84;01;H;2183;1871;207
011740000;84;01;Z;130;80;43
011750000;84;01;Z;386;349;7
011770000;84;01;Z;114;82;19
011790000;84;01;Z;893;844;18
011800000;84;01;Z;453;339;78
011810000;84;01;Z;475;454;7
011830000;84;01;Z;624;560;22
011840000;84;01;Z;510;349;111
011850000;84;01;Z;2914;2183;368
011870000;84;01;Z;646;319;264
011880000;84;01;Z;256;236;9
011890000;84;01;Z;585;467;44
011900000;84;01;Z;97;40;45
011910000;84;01;Z;94;71;11
011920000;84;01;Z;1020;939;26
011930000;84;01;Z;132;105;18
011940101;84;01;H;2005;1815;14
011940102;84;01;H;906;853;6
011950000;84;01;Z;756;680;26
011960000;84;01;Z;502;446;15
011970000;84;01;Z;199;161;26
011980000;84;01;Z;122;101;15
011990000;84;01;Z;1165;924;93
012000000;84;01;Z;112;92;8
012020101;84;01;H;1610;1428;29
012020102;84;01;H;1933;1795;37
012030000;84;01;Z;560;533;9
012040000;84;01;Z;461;294;134
012060000;84;01;Z;136;115;17
012070000;84;01;Z;137;121;9
012080000;84;01;Z;93;63;14
012090000;84;01;Z;351;289;21
012100000;84;01;Z;716;114;586
012110000;84;01;Z;707;617;30
012120000;84;01;Z;353;294;18
012130000;84;01;Z;554;510;17
012140000;84;01;Z;97;72;19
012150000;84;01;Z;108;61;33
012160000;84;01;Z;540;366;90
012190000;84;01;Z;114;78;25
012240000;84;01;Z;1339;1226;21
012250000;84;01;Z;169;154;6
012270000;84;01;Z;362;276;68
012280000;84;01;Z;316;265;12
012290000;84;01;Z;600;538;6
012300000;84;01;Z;167;141;12
012310000;84;01;Z;890;817;14
012320000;84;01;Z;1081;978;29
012330000;84;01;Z;100;61;35
012340000;84;01;Z;95;78;6
012350000;84;01;Z;529;472;15
012360000;84;01;Z;476;412;19
012370000;84;01;Z;689;636;10
012380000;84;01;Z;1074;1032;12
012390000;84;01;Z;319;255;47
012400000;84;01;Z;399;271;108
012410000;84;01;Z;636;571;29
012420000;84;01;Z;91;61;15
012430000;84;01;Z;554;493;39
012440101;84;01;H;1404;1291;32
012440102;84;01;H;1218;1084;31
012440103;84;01;H;997;943;10
012450000;84;01;Z;484;393;45
012460000;84;01;Z;1024;907;14
012470000;84;01;Z;708;152;542
012480000;84;01;Z;904;849;20
012490101;84;01;H;1314;1153;17
012490102;84;01;H;1802;1687;17
012490103;84;01;H;1415;1267;7
012500000;84;01;Z;704;679;7
012520000;84;01;Z;363;312;26
012540000;84;01;Z;884;796;15
012550000;84;01;Z;334;264;53
012570000;84;01;Z;207;152;36
012580000;84;01;Z;488;454;9
012590000;84;01;Z;276;264;6
012600000;84;01;Z;126;109;11
012610000;84;01;Z;287;248;12
012620101;84;01;H;1459;1367;15
012620102;84;01;H;1801;1612;17
012630000;84;01;Z;1762;1630;32
012640000;84;01;Z;437;418;5
012650000;84;01;Z;1647;1497;30
012660000;84;01;Z;1331;1172;32
012670000;84;01;Z;453;415;14
012680000;84;01;Z;134;108;17
012690000;84;01;Z;1987;1481;104
012720000;84;01;Z;771;672;25
012730000;84;01;Z;863;713;69
012740000;84;01;Z;287;248;9
012750000;84;01;Z;1076;1019;19
012760000;84;01;Z;593;571;6
012770000;84;01;Z;102;59;29
012790000;84;01;Z;79;45;28
012800000;84;01;Z;127;71;41
012810000;84;01;Z;2097;1827;124
012820000;84;01;Z;132;110;15
012830102;84;01;H;893;841;6
012830103;84;01;H;1288;1175;18
012830104;84;01;H;837;747;2
012830201;84;01;H;1234;1044;20
012830202;84;01;H;1385;1097;31
012830203;84;01;H;886;737;3
012830301;84;01;H;1294;1170;34
012830302;84;01;A;9;6;0
012830303;84;01;H;1296;1056;28
012830304;84;01;H;1253;1015;35
012830305;84;01;H;655;609;18
012830306;84;01;D;61;53;0
012840000;84;01;Z;301;277;3
012850000;84;01;Z;496;455;15
012860000;84;01;Z;496;407;44
012880000;84;01;Z;1297;1133;82
012890101;84;01;H;1380;1308;15
012890102;84;01;H;1729;1546;27
012900000;84;01;Z;614;552;21
012910000;84;01;Z;380;348;16
012930000;84;01;Z;75;63;10
012940000;84;01;Z;413;351;28
012950000;84;01;Z;238;227;5
012960000;84;01;Z;194;169;9
012970000;84;01;Z;333;312;7
012980000;84;01;Z;85;55;23
012990000;84;01;Z;224;206;4
013010000;84;01;Z;1218;1082;27
013020000;84;01;Z;98;74;15
013030000;84;01;Z;969;771;70
013040000;84;01;Z;1504;1242;62
013050000;84;01;Z;1324;1118;40
013060000;84;01;Z;861;738;20
013070000;84;01;Z;417;374;11
013080000;84;01;Z;441;340;60
013090000;84;01;Z;52;39;6
013100000;84;01;Z;73;52;16
013110000;84;01;Z;63;21;42
013130000;84;01;Z;4317;3568;436
013140000;84;01;Z;844;721;61
013170000;84;01;Z;155;135;11
013180000;84;01;Z;263;252;4
013190000;84;01;Z;208;186;13
013200000;84;01;Z;1684;1562;15
013210000;84;01;Z;380;344;8
013220000;84;01;Z;1923;1793;46
013230000;84;01;Z;469;401;31
013250000;84;01;Z;422;390;17
013280000;84;01;Z;233;194;17
013290000;84;01;Z;131;80;37
013300000;84;01;Z;132;85;28
013310000;84;01;Z;108;79;23
013320000;84;01;Z;311;295;6
013330000;84;01;Z;1475;1401;18
013340000;84;01;Z;265;239;8
013350000;84;01;Z;145;135;5
013360000;84;01;Z;533;485;9
013370000;84;01;Z;587;520;20
013380000;84;01;Z;676;499;105
013390000;84;01;Z;626;545;51
013420000;84;01;Z;227;205;16
013430000;84;01;Z;756;707;10
013440000;84;01;Z;2769;2623;28
013450000;84;01;Z;1110;1008;14
013460000;84;01;Z;392;358;14
013470000;84;01;Z;834;782;8
013480000;84;01;Z;1347;1214;86
013490000;84;01;Z;208;189;8
013500000;84;01;Z;1199;1109;15
013510000;84;01;Z;665;589;22
013520000;84;01;Z;264;229;13
013530000;84;01;Z;655;618;14
013540101;84;01;H;2982;2719;81
013540102;84;01;H;1542;1373;74
013540103;84;01;H;1425;1339;38
013550000;84;01;Z;222;199;5
013560000;84;01;Z;89;81;5
013570000;84;01;Z;288;216;40
013580000;84;01;Z;248;189;53
013590000;84;01;Z;114;96;4
013600000;84;01;Z;881;737;57
013610000;84;01;Z;664;596;52
013620000;84;01;Z;302;286;4
013630000;84;01;Z;910;784;42
013640000;84;01;Z;413;332;40
013650000;84;01;Z;500;458;12
013660000;84;01;Z;419;384;16
013670000;84;01;Z;410;322;16
013680000;84;01;Z;347;322;14
013690000;84;01;Z;388;370;5
013700000;84;01;Z;1064;934;10
013710000;84;01;Z;533;490;16
013720000;84;01;Z;236;173;41
013730000;84;01;Z;534;449;19
013740000;84;01;Z;916;784;62
013750000;84;01;Z;348;319;7
013760000;84;01;Z;1715;1601;8
013780000;84;01;Z;1172;1018;87
013790000;84;01;Z;358;304;33
013800000;84;01;Z;386;306;39
013810000;84;01;Z;385;340;23
013820000;84;01;Z;121;111;5
013830000;84;01;Z;684;596;38
013840000;84;01;Z;1358;1003;155
013850000;84;01;Z;427;406;6
013860000;84;01;Z;565;491;28
013870000;84;01;Z;103;97;1
013880000;84;01;Z;592;502;17
013890000;84;01;Z;806;723;15
013900000;84;01;Z;542;490;16
013910000;84;01;Z;166;132;21
013920000;84;01;Z;286;253;14
013930000;84;01;Z;247;202;20
013960000;84;01;Z;564;455;30
013970000;84;01;Z;497;418;50
013980000;84;01;Z;548;514;11
013990000;84;01;Z;993;864;58
014000000;84;01;Z;95;66;18
014010000;84;01;Z;984;847;69
014020000;84;01;Z;369;299;37
014030000;84;01;Z;668;583;30
014040000;84;01;Z;155;71;74
014050000;84;01;Z;551;503;7
014060000;84;01;Z;96;80;9
014070000;84;01;Z;602;476;55
014080000;84;01;Z;357;282;27
014100000;84;01;Z;161;131;18
014110000;84;01;Z;168;122;26
014120000;84;01;Z;237;225;6
014150000;84;01;Z;266;208;48
014160000;84;01;Z;754;454;104
014180000;84;01;Z;418;387;10
014190000;84;01;Z;2887;2515;175
014200000;84;01;Z;967;831;21
014210000;84;01;Z;385;321;24
014220000;84;01;Z;634;576;17
014230000;84;01;Z;429;404;4
014240000;84;01;Z;691;661;5
014250000;84;01;Z;138;124;8
014260000;84;01;Z;1313;1098;95
014270101;84;01;H;914;851;5
014270102;84;01;H;2420;2138;45
014280000;84;01;Z;51;47;3
014290000;84;01;Z;301;272;12
014300000;84;01;Z;299;259;8
014310000;84;01;Z;620;540;18
014320000;84;01;Z;172;142;19
014330000;84;01;Z;138;107;19
014340000;84;01;Z;192;168;10
014350000;84;01;Z;943;851;51
014360000;84;01;Z;262;222;12
014370000;84;01;Z;111;94;11
014390000;84;01;Z;50;42;3
014410000;84;01;Z;320;275;22
014430000;84;01;Z;2411;2148;29
014440000;84;01;Z;664;513;59
014450000;84;01;Z;284;254;8
014460000;84;01;Z;623;572;12
014470000;84;01;Z;651;506;30
014480000;84;01;Z;189;161;12
014490000;84;01;Z;344;290;25
014500000;84;01;Z;1595;1425;95
014510101;84;01;H;709;666;7
014510102;84;01;H;2241;2050;29
014520000;84;01;Z;665;496;90
014530000;84;01;Z;450;313;109
014540000;84;01;Z;479;425;10
014560000;84;01;Z;51;36;14
014570000;84;01;Z;1479;1303;52
020010000;32;02;Z;229;192;12
020020000;32;02;Z;262;241;1
020030000;32;02;Z;452;413;18
020040000;32;02;Z;102;78;15
020050000;32;02;Z;159;151;0
020060000;32;02;Z;142;116;10
020070000;32;02;Z;61;52;8
020080000;32;02;Z;134;109;3
020090000;32;02;Z;222;206;5
020100000;32;02;Z;70;67;1
020110000;32;02;Z;557;478;34
020120000;32;02;Z;34;28;1
020130000;32;02;Z;178;155;5
020140000;32;02;Z;342;301;10
020150000;32;02;Z;37;28;3
020160000;32;02;Z;93;87;4
020170000;32;02;Z;139;117;12
020180000;32;02;Z;1228;1079;27
020190000;32;02;Z;173;153;0
020200000;32;02;Z;235;192;16
020210000;32;02;Z;49;39;9
020220000;32;02;Z;223;167;28
020230000;32;02;Z;57;45;6
020240000;32;02;Z;28;22;4
020250000;32;02;Z;150;137;0
020270000;32;02;Z;115;101;3
020280000;32;02;Z;1170;1098;9
020290000;32;02;Z;168;144;11
020300000;32;02;Z;126;114;3
020310000;32;02;Z;375;290;22
020320000;32;02;Z;107;97;1
020330000;32;02;Z;54;49;4
020340000;32;02;Z;56;45;6
020350000;32;02;Z;119;104;4
020360000;32;02;Z;48;35;3
020370000;32;02;Z;586;559;2
020380000;32;02;Z;58;27;23
020390000;32;02;Z;81;58;11
020400000;32;02;Z;93;70;15
020410000;32;02;Z;363;334;7
020420000;32;02;Z;192;165;18
020430000;32;02;Z;30;27;1
020440000;32;02;Z;19;10;6
020460000;32;02;Z;253;240;2
020470000;32;02;Z;48;47;0
020480000;32;02;Z;65;57;1
020490000;32;02;Z;350;307;16
020500000;32;02;Z;152;133;10
020510000;32;02;Z;212;164;23
020520000;32;02;Z;68;61;3
020530000;32;02;Z;357;244;64
020540000;32;02;Z;186;174;4
020550000;32;02;Z;60;40;14
020560000;32;02;Z;83;70;3
020570000;32;02;Z;622;546;15
020580000;32;02;Z;371;325;8
020590000;32;02;Z;1367;1200;7
020600000;32;02;Z;118;108;1
020610000;32;02;Z;113;87;9
020620000;32;02;Z;70;51;10
020630000;32;02;Z;165;150;1
020640000;32;02;Z;1783;1665;11
020650000;32;02;Z;270;242;3
020660000;32;02;Z;94;88;1
020670000;32;02;Z;103;90;2
020680000;32;02;Z;43;40;0
020690000;32;02;Z;58;45;8
020700000;32;02;Z;230;189;14
020710000;32;02;Z;851;259;570
020720000;32;02;Z;92;81;9
020730000;32;02;Z;275;249;9
020740000;32;02;Z;264;235;9
020750000;32;02;Z;89;78;2
020760000;32;02;Z;61;57;0
020770000;32;02;Z;183;162;7
020780000;32;02;Z;69;61;2
020790000;32;02;Z;101;66;23
020800000;32;02;Z;155;147;0
020810000;32;02;Z;182;159;4
020820000;32;02;Z;61;46;11
020830000;32;02;Z;360;303;40
020840000;32;02;Z;134;105;12
020850000;32;02;Z;392;349;15
020860000;32;02;Z;461;426;10
020870000;32;02;Z;16;14;1
020880000;32;02;Z;41;34;5
020890000;32;02;Z;534;497;2
020900000;32;02;Z;94;80;10
020910000;32;02;Z;48;43;3
020930000;32;02;Z;633;539;28
020940000;32;02;Z;207;181;8
020950000;32;02;Z;2914;2385;30
020960000;32;02;Z;91;81;6
020970000;32;02;Z;118;105;7
020980000;32;02;Z;182;147;9
020990000;32;02;Z;116;93;12
021000000;32;02;Z;61;52;3
021010000;32;02;Z;88;77;3
021020000;32;02;Z;91;73;6
021030000;32;02;Z;645;585;5
021040000;32;02;Z;49;42;4
021050000;32;02;Z;96;81;1
021060000;32;02;Z;339;288;21
021070000;32;02;Z;45;42;1
021080000;32;02;Z;73;64;7
021090000;32;02;Z;237;204;5
021100000;32;02;Z;1055;953;25
021110000;32;02;Z;313;274;7
021120000;32;02;Z;266;236;8
021140000;32;02;Z;702;626;9
021150000;32;02;Z;98;87;4
021160000;32;02;Z;81;59;11
021170000;32;02;Z;29;26;1
021180000;32;02;Z;56;50;2
021190000;32;02;Z;166;139;8
021200000;32;02;Z;88;77;1
021210000;32;02;Z;112;95;5
021220000;32;02;Z;37;27;8
021230000;32;02;Z;146;130;4
021240000;32;02;Z;312;285;5
021250000;32;02;Z;96;78;14
021260000;32;02;Z;259;208;18
021270000;32;02;Z;95;83;6
021280000;32;02;Z;786;707;6
021290000;32;02;Z;16;10;3
021300000;32;02;Z;97;81;7
021310000;32;02;Z;813;763;12
021320000;32;02;Z;85;79;0
021330000;32;02;Z;211;179;4
021340000;32;02;Z;384;365;6
021350000;32;02;Z;564;472;19
021360000;32;02;Z;71;53;10
021370000;32;02;Z;62;54;6
021380000;32;02;Z;84;75;6
021390000;32;02;Z;204;179;11
021400000;32;02;Z;200;170;10
021410000;32;02;Z;956;806;11
021420000;32;02;Z;97;89;2
021430000;32;02;Z;96;83;3
021440000;32;02;Z;75;54;9
021450000;32;02;Z;240;218;0
021460000;32;02;Z;53;37;8
021480000;32;02;Z;121;103;9
021490000;32;02;Z;25;24;1
021500000;32;02;Z;29;26;0
021510000;32;02;Z;55;54;0
021520000;32;02;Z;47;39;8
021530000;32;02;Z;347;318;10
021540000;32;02;Z;168;142;11
021550000;32;02;Z;90;80;7
021560000;32;02;Z;114;99;2
021570000;32;02;Z;395;370;0
021580000;32;02;Z;643;112;526
021590000;32;02;Z;128;116;4
021600000;32;02;Z;258;224;8
021620000;32;02;Z;113;101;3
021630000;32;02;Z;1294;1097;42
021640000;32;02;Z;160;129;14
021650000;32;02;Z;794;723;8
021660000;32;02;Z;191;154;17
021670000;32;02;Z;375;343;7
021680101;32;02;H;2905;2377;64
021680201;32;02;H;1021;922;19
021680301;32;02;A;112;93;6
021680401;32;02;H;1114;1024;1
021680501;32;02;H;920;869;7
021680601;32;02;H;902;810;14
021680701;32;02;H;1137;1031;16
021690000;32;02;Z;51;33;11
021700000;32;02;Z;67;58;4
021710000;32;02;Z;43;34;4
021720000;32;02;Z;101;90;2
021730101;32;02;H;2227;2064;15
021730201;32;02;H;2624;2151;69
021730301;32;02;H;1443;1274;45
021740000;32;02;Z;353;313;13
021750000;32;02;Z;68;64;3
021760000;32;02;Z;85;76;1
021770000;32;02;Z;61;57;1
021780000;32;02;Z;52;43;7
021790000;32;02;Z;202;165;20
021800000;32;02;Z;307;283;5
021810000;32;02;Z;57;38;10
021820000;32;02;Z;64;53;8
021830000;32;02;Z;97;77;11
021840000;32;02;Z;152;129;8
021850000;32;02;Z;182;157;11
021860000;32;02;Z;668;574;43
021870000;32;02;Z;545;495;12
021880000;32;02;Z;89;66;15
021890000;32;02;Z;164;148;4
021900000;32;02;Z;237;219;5
021910000;32;02;Z;215;209;0
021920000;32;02;Z;174;141;17
021930000;32;02;Z;42;28;7
021940000;32;02;Z;100;84;4
021950000;32;02;Z;404;358;13
021960000;32;02;Z;149;134;1
021970000;32;02;Z;236;211;6
021980000;32;02;Z;101;92;3
021990000;32;02;Z;265;245;4
022000000;32;02;Z;57;44;3
022010000;32;02;Z;178;135;16
022030000;32;02;Z;618;525;61
022040000;32;02;Z;59;38;17
022050000;32;02;Z;104;92;7
022060000;32;02;Z;37;29;3
022070000;32;02;Z;99;84;4
022080000;32;02;Z;123;114;4
022090000;32;02;Z;366;282;16
022100000;32;02;Z;156;145;5
022110000;32;02;Z;132;124;5
022120000;32;02;Z;313;286;6
022130000;32;02;Z;158;132;7
022140000;32;02;Z;23;21;0
022150000;32;02;Z;354;321;7
022160000;32;02;Z;162;125;29
022170000;32;02;Z;475;395;34
022180000;32;02;Z;286;252;0
022190000;32;02;Z;92;76;9
022200000;32;02;Z;231;183;21
022210000;32;02;Z;67;58;4
022220000;32;02;Z;16;12;0
022230000;32;02;Z;146;127;7
022240000;32;02;Z;158;135;13
022250000;32;02;Z;38;35;2
022260000;32;02;Z;820;771;3
022270000;32;02;Z;70;53;8
022280000;32;02;Z;153;123;10
022290000;32;02;Z;36;28;7
022300000;32;02;Z;93;83;2
022310000;32;02;Z;394;364;9
022320000;32;02;Z;105;88;7
022330000;32;02;Z;79;59;14
022340000;32;02;Z;46;35;7
022350000;32;02;Z;60;49;6
022360000;32;02;Z;167;129;16
022370000;32;02;Z;689;601;17
022380000;32;02;Z;821;726;14
022390000;32;02;Z;541;482;3
022400000;32;02;Z;112;103;1
022410000;32;02;Z;62;44;4
022420000;32;02;Z;332;274;23
022430000;32;02;Z;1363;1257;14
022440000;32;02;Z;31;23;4
022450000;32;02;Z;1000;902;25
022460000;32;02;Z;278;248;11
022480000;32;02;Z;67;61;3
022490000;32;02;Z;51;44;4
022500000;32;02;Z;31;27;3
022510000;32;02;Z;22;13;4
022520000;32;02;Z;40;32;1
022530000;32;02;Z;169;146;5
022540000;32;02;Z;60;50;10
022550000;32;02;Z;70;60;3
022560000;32;02;Z;81;51;16
022570000;32;02;Z;192;180;2
022580000;32;02;Z;177;150;10
022590000;32;02;Z;175;156;14
022600000;32;02;Z;286;263;4
022610000;32;02;Z;201;167;3
022620000;32;02;Z;95;88;2
022630000;32;02;Z;61;45;5
022640000;32;02;Z;380;312;16
022650000;32;02;Z;61;52;7
022660000;32;02;Z;27;21;3
022670000;32;02;Z;137;111;10
022680000;32;02;Z;297;261;12
022690000;32;02;Z;75;63;3
022700000;32;02;Z;74;63;3
022710000;32;02;Z;77;56;14
022720000;32;02;Z;43;32;7
022730000;32;02;Z;98;89;2
022740000;32;02;Z;87;74;3
022750000;32;02;Z;168;142;4
022760000;32;02;Z;77;53;16
022770000;32;02;Z;155;128;13
022780000;32;02;Z;18;14;1
022790000;32;02;Z;287;236;21
022800000;32;02;Z;177;156;9
022810000;32;02;Z;131;105;10
022820000;32;02;Z;189;171;2
022830000;32;02;Z;127;117;9
022840000;32;02;Z;80;46;28
022860000;32;02;Z;424;364;15
022870000;32;02;Z;475;439;6
022880000;32;02;Z;160;147;2
022890000;32;02;Z;208;177;17
022900000;32;02;Z;1267;1142;21
022910000;32;02;Z;181;163;3
022920000;32;02;Z;655;579;11
022930000;32;02;Z;252;226;4
022940000;32;02;Z;97;93;0
022950000;32;02;Z;452;377;18
022960000;32;02;Z;486;453;5
022970000;32;02;Z;55;49;0
022980000;32;02;Z;785;662;19
022990000;32;02;Z;267;238;8
023020000;32;02;Z;151;117;12
023030000;32;02;Z;299;277;2
023040000;32;02;Z;1599;1262;27
023050000;32;02;Z;1603;1369;39
023060000;32;02;Z;281;212;12
023070000;32;02;Z;1039;892;41
023080000;32;02;Z;235;202;7
023090000;32;02;Z;294;258;12
023100000;32;02;Z;129;114;4
023110000;32;02;Z;58;56;2
023120000;32;02;Z;500;435;13
023130000;32;02;Z;206;180;6
023150000;32;02;Z;711;636;10
023160000;32;02;Z;75;65;8
023170000;32;02;Z;94;89;3
023180000;32;02;Z;727;610;28
023190000;32;02;Z;211;190;2
023200000;32;02;Z;117;105;4
023210000;32;02;Z;431;383;13
023220000;32;02;Z;175;156;4
023230000;32;02;Z;61;51;0
023240000;32;02;Z;135;112;9
023260000;32;02;Z;237;205;19
023270000;32;02;Z;76;64;3
023280000;32;02;Z;249;219;8
023290000;32;02;Z;193;167;14
023300000;32;02;Z;204;197;0
023310000;32;02;Z;67;55;7
023320000;32;02;Z;115;103;2
023330000;32;02;Z;73;61;4
023340000;32;02;Z;1443;1274;9
023350000;32;02;Z;95;85;1
023360000;32;02;Z;417;383;6
023370000;32;02;Z;81;73;2
023380000;32;02;Z;118;105;3
023390000;32;02;Z;305;258;17
023400101;32;02;H;910;845;7
023400201;32;02;H;987;905;5
023400301;32;02;H;616;591;0
023410000;32;02;Z;126;114;2
023420000;32;02;Z;71;57;4
023430000;32;02;Z;33;32;0
023450000;32;02;Z;19;17;1
023460000;32;02;Z;315;291;10
023470000;32;02;Z;239;201;15
023490000;32;02;Z;31;26;1
023500000;32;02;Z;68;54;1
023510000;32;02;Z;68;48;14
023520000;32;02;Z;282;242;11
023530000;32;02;Z;150;134;1
023540000;32;02;Z;46;34;7
023550000;32;02;Z;413;387;7
023560000;32;02;Z;102;85;4
023570000;32;02;Z;32;28;3
023580000;32;02;Z;182;152;5
023590000;32;02;Z;585;552;3
023600000;32;02;Z;1243;1152;17
023610000;32;02;Z;2601;2201;24
023620000;32;02;Z;116;101;7
023630000;32;02;Z;225;185;4
023640000;32;02;Z;110;102;7
023660000;32;02;Z;153;124;11
023670000;32;02;Z;63;54;2
023680000;32;02;Z;270;224;21
